Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00    288.09     0.00        7     0.00     0.00  void std::_Destroy<NEEDED_EXT>(NEEDED_EXT*)
  0.00    288.09     0.00        6     0.00     0.00  AUDIO_DECODERS::flush(AVCodecContext*)
  0.00    288.09     0.00        5     0.00     0.12  show_notdone()
  0.00    288.09     0.00        5     0.00     0.02  void std::_Destroy<NEEDED_EXT*, NEEDED_EXT>(NEEDED_EXT*, NEEDED_EXT*, std::allocator<NEEDED_EXT>&)
  0.00    288.09     0.00        5     0.00     0.00  check_ifwma
  0.00    288.09     0.00        4     0.00     0.00  PMC_PLAYER::pause()
  0.00    288.09     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<NEEDED_EXT>::allocate(unsigned int, void const*)
  0.00    288.09     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT* const&)
  0.00    288.09     0.00        4     0.00     0.00  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_check_len(unsigned int, char const*) const
  0.00    288.09     0.00        4     0.00     0.00  std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_allocate(unsigned int)
  0.00    288.09     0.00        4     0.00     0.12  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_insert_aux(__gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >, NEEDED_EXT const&)
  0.00    288.09     0.00        4     0.00     0.00  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end()
  0.00    288.09     0.00        3     0.00    61.10  show_filelist(bool)
  0.00    288.09     0.00        3     0.00     0.00  PMC_LIST::PMC_LIST(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float, float, float, float, float)
  0.00    288.09     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<DIR_ENTRY>::new_allocator()
  0.00    288.09     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<DIR_ENTRY>::~new_allocator()
  0.00    288.09     0.00        3     0.00     0.00  std::allocator<DIR_ENTRY>::allocator()
  0.00    288.09     0.00        3     0.00     0.00  std::allocator<DIR_ENTRY>::~allocator()
  0.00    288.09     0.00        3     0.00     0.00  std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::_Vector_impl()
  0.00    288.09     0.00        3     0.00     0.00  std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::~_Vector_impl()
  0.00    288.09     0.00        3     0.00     0.00  std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_base()
  0.00    288.09     0.00        3     0.00     0.00  std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~_Vector_base()
  0.00    288.09     0.00        3     0.00     0.00  std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::vector()
  0.00    288.09     0.00        3     0.00     0.00  std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~vector()
  0.00    288.09     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT const* const&)
  0.00    288.09     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::base() const
  0.00    288.09     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    288.09     0.00        1     0.00     1.04  __static_initialization_and_destruction_0(int, int)
  0.00    288.09     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    288.09     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    288.09     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    288.09     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    288.09     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    288.09     0.00        1     0.00     0.00  term_gu()
  0.00    288.09     0.00        1     0.00     0.00  init_font()
  0.00    288.09     0.00        1     0.00     0.00  term_font()
  0.00    288.09     0.00        1     0.00     0.00  check_drive(char const*)
  0.00    288.09     0.00        1     0.00     0.00  NEEDED_EXT::NEEDED_EXT()
  0.00    288.09     0.00        1     0.00     0.00  PMC_PLAYER::PMC_PLAYER()
  0.00    288.09     0.00        1     0.00     0.00  PMC_SETTINGS::PMC_SETTINGS()
  0.00    288.09     0.00        1     0.00     0.00  AUDIO_DECODERS::seek(long long)
  0.00    288.09     0.00        1     0.00     0.00  AUDIO_DECODERS::AUDIO_DECODERS()
  0.00    288.09     0.00        1     0.00     0.00  PMC_FONT::~PMC_FONT()
  0.00    288.09     0.00        1     0.00     0.00  PMC_STATE::PMC_STATE()
  0.00    288.09     0.00        1     0.00     0.00  VRAM_MNGR::get_dispbuf()
  0.00    288.09     0.00        1     0.00     0.00  VRAM_MNGR::set_drawbuf(void*)
  0.00    288.09     0.00        1     0.00     0.00  VRAM_MNGR::restore_drawbuf()
  0.00    288.09     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<NEEDED_EXT>::new_allocator()
  0.00    288.09     0.00        1     0.00     0.00  bool __gnu_cxx::operator==<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >(__gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&, __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&)
  0.00    288.09     0.00        1     0.00     0.00  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end() const
  0.00    288.09     0.00        1     0.00     0.00  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::begin() const
  0.00    288.09     0.00        1     0.00     0.00  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::empty() const
  0.00    288.09     0.00        1     0.00     0.00  std::allocator<NEEDED_EXT>::allocator()
  0.00    288.09     0.00        1     0.00     0.00  std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_impl::_Vector_impl()
  0.00    288.09     0.00        1     0.00     0.00  std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_base()
  0.00    288.09     0.00        1     0.00     0.02  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_erase_at_end(NEEDED_EXT*)
  0.00    288.09     0.00        1     0.00     0.02  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::clear()
  0.00    288.09     0.00        1     0.00     0.00  std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::vector()
  0.00    288.09     0.00        1     0.00     0.00  gprof_cleanup
  0.00    288.09     0.00        1     0.00     0.00  sceWma_seek

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.00% of 288.09 seconds

index % time    self  children    called     name
                0.05  193.08       1/1           _main [2]
[1]     67.0    0.05  193.08       1         main [1]
                0.00  183.29       3/3           show_filelist(bool) [3]
                0.48    5.69       7/7           load_tga(char const*, bool) [21]
                0.16    0.66       1/1           PMC_SETTINGS::refresh() [51]
                0.74    0.00     872/62736       gu_sync() [5]
                0.00    0.58       5/5           show_notdone() [62]
                0.00    0.41     870/62734       show_topbar(char const*) [11]
                0.38    0.00     870/62734       show_fps [12]
                0.35    0.00     870/62913       Pmc_Ctrl::read() [13]
                0.02    0.07       1/1           Pmc_Ctrl::wait(unsigned int, unsigned int const*) [96]
                0.08    0.00       1/1           PMC_FONT::PMC_FONT(char const*, unsigned int) [101]
                0.03    0.04     871/64484       PMC_FONT::printf(float, float, char const*, ...) [23]
                0.00    0.02    1740/95281       draw_colorRect(unsigned int, unsigned int, unsigned int, unsigned int, int, int, int, int) [39]
                0.02    0.00       1/1           gu_init() [119]
                0.02    0.00    7833/609900      RGB(unsigned char, unsigned char, unsigned char, unsigned char) [38]
                0.00    0.02     871/871         Pmc_Image::draw_strip(short, short) [129]
                0.01    0.00     872/62736       gu_end() [66]
                0.00    0.00     872/583896      PMC_FONT::set_style(float, unsigned int, unsigned int, unsigned int) [34]
                0.00    0.00       1/1           set_callbacks() [168]
                0.00    0.00      37/37          next_submenu(int) [3520]
                0.00    0.00      11/11          prev_submenu(int) [3529]
                0.00    0.00       8/13          Pmc_Ctrl::flush(bool) [3526]
                0.00    0.00       7/7           Pmc_Image::~Pmc_Image() [3533]
                0.00    0.00       1/1           init_font() [3558]
                0.00    0.00       1/1           VRAM_MNGR::get_dispbuf() [3568]
                0.00    0.00       1/1           VRAM_MNGR::set_drawbuf(void*) [3569]
                0.00    0.00       1/1           VRAM_MNGR::restore_drawbuf() [3570]
                0.00    0.00       1/1           PMC_FONT::~PMC_FONT() [3566]
                0.00    0.00       1/1           term_font() [3559]
                0.00    0.00       1/1           term_gu() [3557]
                0.00    0.00       1/1           gprof_cleanup [181]
-----------------------------------------------
                                                 <spontaneous>
[2]     67.0    0.00  193.13                 _main [2]
                0.05  193.08       1/1           main [1]
-----------------------------------------------
                0.00  183.29       3/3           main [1]
[3]     63.6    0.00  183.29       3         show_filelist(bool) [3]
                0.00  119.82      20/20          show_nowplaying(char const*, char const*) [4]
               17.44    0.00   20551/62736       gu_sync() [5]
                0.05   12.08   20551/20551       void PMC_LIST::print<DIR_ENTRY>(unsigned int, unsigned int, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&) [18]
                0.04    9.78   20551/62734       show_topbar(char const*) [11]
                9.06    0.00   20551/62734       show_fps [12]
                8.36    0.00   20553/62913       Pmc_Ctrl::read() [13]
                1.05    0.00   20551/748139      PMC_FONT::print(char const*, float, float, float, int) [9]
                0.08    0.68   51981/95281       draw_colorRect(unsigned int, unsigned int, unsigned int, unsigned int, int, int, int, int) [39]
                0.10    0.54   41167/61782       std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::empty() const [47]
                0.59    0.00  207542/404230      std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::size() const [41]
                0.08    0.44   45109/564109      Pmc_ImageTile::draw(short, short) [20]
                0.48    0.00  207930/609900      RGB(unsigned char, unsigned char, unsigned char, unsigned char) [38]
                0.06    0.42   20551/124351      Pmc_ImageTile::draw_strip(short, short) [28]
                0.48    0.00  186890/199921      DIR_ENTRY::isDir() const [64]
                0.05    0.30      26/45          push_folder(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, char const*) [59]
                0.30    0.00  187046/374646      std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::operator[](unsigned int) [58]
                0.00    0.26      19/19          go_UpOneDir(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, PMC_LIST&, unsigned int&, unsigned int&) [72]
                0.25    0.00   90345/295675      PMC_FONT::get_ySize() [52]
                0.13    0.00   20551/62736       gu_end() [66]
                0.11    0.00   20459/20459       PMC_LIST::show_scroll() [87]
                0.10    0.00   10879/10879       PMC_LIST::scroll_size(unsigned int) [91]
                0.10    0.00   10879/10879       PMC_LIST::scroll_pos(unsigned int) [94]
                0.07    0.00   20551/583896      PMC_FONT::set_style(float, unsigned int, unsigned int, unsigned int) [34]
                0.00    0.00       3/3           std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~vector() [160]
                0.00    0.00      28/698         PMC_FONT::txtlen(char const*) [118]
                0.00    0.00     249/249         PMC_LIST::up(unsigned int&, unsigned int&) [161]
                0.00    0.00      64/188381      DIR_ENTRY::operator()() const [55]
                0.00    0.00      14/807         PMC_SETTINGS::isNeeded(char const*, bool) [150]
                0.00    0.00      14/8515        DIR_ENTRY::isReg() const [132]
                0.00    0.00     305/305         PMC_LIST::down(unsigned int&, unsigned int&) [3507]
                0.00    0.00      78/154         DIR_ENTRY::operator==(char const*) const [3509]
                0.00    0.00      50/50          PMC_LIST::page_up(unsigned int&, unsigned int&) [3514]
                0.00    0.00      39/39          PMC_LIST::page_down(unsigned int&, unsigned int&) [3519]
                0.00    0.00       7/26          PMC_LIST::select_item(unsigned int, unsigned int&, unsigned int&) [3521]
                0.00    0.00       3/3           PMC_LIST::PMC_LIST(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float, float, float, float, float) [3540]
                0.00    0.00       3/3           std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::vector() [3548]
                0.00    0.00       1/1           check_drive(char const*) [3560]
-----------------------------------------------
                0.00  119.82      20/20          show_filelist(bool) [3]
[4]     41.6    0.00  119.82      20         show_nowplaying(char const*, char const*) [4]
               34.85    0.00   41066/62736       gu_sync() [5]
                0.08   19.54   41066/62734       show_topbar(char const*) [11]
               18.11    0.00   41066/62734       show_fps [12]
               16.71    0.00   41064/62913       Pmc_Ctrl::read() [13]
               14.63    0.00  287462/748139      PMC_FONT::print(char const*, float, float, float, int) [9]
                1.47    3.49  287462/287462      PMC_PLAYER::get_str(int) [25]
                0.00    2.36      14/14          PMC_PLAYER::open(char const*, char const*) [29]
                0.35    2.00  205330/564109      Pmc_ImageTile::draw(short, short) [20]
                1.18    0.19   40187/40187       PMC_PLAYER::get_percentRemaining() [40]
                0.12    0.84   41066/124351      Pmc_ImageTile::draw_strip(short, short) [28]
                0.36    0.56  205330/205330      PMC_FONT::get_height() [50]
                0.77    0.00  329427/609900      RGB(unsigned char, unsigned char, unsigned char, unsigned char) [38]
                0.18    0.53   41066/41066       draw_fillRect(unsigned int, int, int, int, int) [56]
                0.06    0.53   41066/95281       draw_colorRect(unsigned int, unsigned int, unsigned int, unsigned int, int, int, int, int) [39]
                0.40    0.00  124097/583896      PMC_FONT::set_style(float, unsigned int, unsigned int, unsigned int) [34]
                0.25    0.00   41066/62736       gu_end() [66]
                0.11    0.00       1/15          PMC_PLAYER::close() [36]
                0.03    0.04     879/64484       PMC_FONT::printf(float, float, char const*, ...) [23]
                0.04    0.00     877/877         PMC_PLAYER::get_percentRemaining(long long) [115]
                0.01    0.00       6/6           PMC_PLAYER::seek(long long) [137]
                0.00    0.00     879/879         PMC_PLAYER::exceed_duration(long long) [146]
                0.00    0.00       8/41074       PMC_PLAYER::get_time() [31]
                0.00    0.00       4/4           PMC_PLAYER::pause() [3535]
-----------------------------------------------
                0.21    0.00     247/62736       show_notdone() [62]
                0.74    0.00     872/62736       main [1]
               17.44    0.00   20551/62736       show_filelist(bool) [3]
               34.85    0.00   41066/62736       show_nowplaying(char const*, char const*) [4]
[5]     18.5   53.25    0.00   62736         gu_sync() [5]
-----------------------------------------------
                                                 <spontaneous>
[6]     14.6    0.00   41.99                 audio_main(unsigned int, void*) [6]
                0.50   36.82    7655/7655        PMC_PLAYER::ffaudio_callback(void*, int&, AVPacket&) [10]
                0.01    4.65    2929/2929        PMC_PLAYER::sceaudio_callback(void*, int&, AVPacket&) [26]
-----------------------------------------------
                0.08    4.58    2932/26138       PMC_PLAYER::sceaudio_callback(void*, int&, AVPacket&) [26]
                0.60   36.22   23206/26138       PMC_PLAYER::ffaudio_callback(void*, int&, AVPacket&) [10]
[7]     14.4    0.68   40.80   26138         AUDIO_DECODERS::decode(short*, AVPacket*, int) [7]
               40.80    0.00   29114/29114       sceMp3Aac_decode [8]
-----------------------------------------------
               40.80    0.00   29114/29114       AUDIO_DECODERS::decode(short*, AVPacket*, int) [7]
[8]     14.2   40.80    0.00   29114         sceMp3Aac_decode [8]
-----------------------------------------------
                0.03    0.00     494/748139      show_notdone() [62]
                1.05    0.00   20551/748139      show_filelist(bool) [3]
                3.19    0.00   62734/748139      print_time(float, float, float, unsigned int, unsigned int, unsigned int) [19]
                3.19    0.00   62734/748139      print_date(float, float, float, unsigned int, unsigned int, unsigned int) [22]
                3.19    0.00   62734/748139      show_topbar(char const*) [11]
                3.28    0.00   64484/748139      PMC_FONT::printf(float, float, char const*, ...) [23]
                9.51    0.00  186946/748139      void PMC_LIST::print<DIR_ENTRY>(unsigned int, unsigned int, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&) [18]
               14.63    0.00  287462/748139      show_nowplaying(char const*, char const*) [4]
[9]     13.2   38.08    0.00  748139         PMC_FONT::print(char const*, float, float, float, int) [9]
