Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.04     587/968         void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [95]
[107]    0.0    0.00    0.06     968         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [107]
                0.01    0.04    2661/6679        DIR_ENTRY::operator<(DIR_ENTRY const&) const [90]
                0.01    0.00    7015/13133       __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator*() const [130]
                0.01    0.00    2661/3908        DIR_ENTRY::operator=(DIR_ENTRY const&) [133]
                0.00    0.00    2661/3854        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator--() [152]
-----------------------------------------------
                0.06    0.00      45/45          push_folder(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, char const*) [59]
[108]    0.0    0.06    0.00      45         DIR_ENTRY::DIR_ENTRY() [108]
-----------------------------------------------
                                                 <spontaneous>
[109]    0.0    0.00    0.05                 avio_size [109]
                0.05    0.00      14/168         pmc_avio_seek(void*, long long, int) [57]
-----------------------------------------------
                0.00    0.05     527/527         void std::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [111]
[110]    0.0    0.00    0.05     527         void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [110]
                0.00    0.05     527/527         void std::swap<DIR_ENTRY>(DIR_ENTRY&, DIR_ENTRY&) [112]
                0.00    0.00    1054/13133       __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator*() const [130]
-----------------------------------------------
                0.00    0.05     527/527         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [85]
[111]    0.0    0.00    0.05     527         void std::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [111]
                0.00    0.05     527/527         void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [110]
-----------------------------------------------
                0.00    0.05     527/527         void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [110]
[112]    0.0    0.00    0.05     527         void std::swap<DIR_ENTRY>(DIR_ENTRY&, DIR_ENTRY&) [112]
                0.04    0.00     527/3321        DIR_ENTRY::DIR_ENTRY(DIR_ENTRY const&) [69]
                0.00    0.00    1054/3908        DIR_ENTRY::operator=(DIR_ENTRY const&) [133]
-----------------------------------------------
                0.05    0.00    5753/5753        DIR_ENTRY::operator<(DIR_ENTRY const&) const [90]
[113]    0.0    0.05    0.00    5753         alphabetical_cmp [113]
-----------------------------------------------
                0.04    0.00       2/2           AUDIO_DECODERS::open(AVCodecContext*, char const*, AVIOContext*, int) [54]
[114]    0.0    0.04    0.00       2         ffmpegAdec_open [114]
-----------------------------------------------
                0.04    0.00     877/877         show_nowplaying(char const*, char const*) [4]
[115]    0.0    0.04    0.00     877         PMC_PLAYER::get_percentRemaining(long long) [115]
-----------------------------------------------
                0.00    0.03      21/21          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::push_back(DIR_ENTRY const&) [84]
[116]    0.0    0.00    0.03      21         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY const&) [116]
                0.00    0.02      42/42          DIR_ENTRY* std::__uninitialized_move_a<DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY> >(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [123]
                0.00    0.01      21/24          std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_deallocate(DIR_ENTRY*, unsigned int) [138]
                0.00    0.00      21/1046        __gnu_cxx::new_allocator<DIR_ENTRY>::construct(DIR_ENTRY*, DIR_ENTRY const&) [97]
                0.00    0.00      21/21          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_check_len(unsigned int, char const*) const [169]
                0.00    0.00      21/21          std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_allocate(unsigned int) [176]
                0.00    0.00      21/69          void std::_Destroy<DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [163]
                0.00    0.00      42/4530        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::base() const [141]
                0.00    0.00      63/111         std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_get_Tp_allocator() [3510]
-----------------------------------------------
                0.03    0.00       7/7           load_tga(char const*, bool) [21]
[117]    0.0    0.03    0.00       7         Pmc_Image::invalidate() [117]
-----------------------------------------------
                0.00    0.00      19/698         go_UpOneDir(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, PMC_LIST&, unsigned int&, unsigned int&) [72]
                0.00    0.00      28/698         show_filelist(bool) [3]
                0.02    0.00     651/698         void PMC_LIST::print<DIR_ENTRY>(unsigned int, unsigned int, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&) [18]
[118]    0.0    0.03    0.00     698         PMC_FONT::txtlen(char const*) [118]
-----------------------------------------------
                0.02    0.00       1/1           main [1]
[119]    0.0    0.02    0.00       1         gu_init() [119]
-----------------------------------------------
                0.00    0.02      42/42          DIR_ENTRY* std::uninitialized_copy<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [121]
[120]    0.0    0.00    0.02      42         DIR_ENTRY* std::__uninitialized_copy<false>::uninitialized_copy<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [120]
                0.02    0.00     269/3321        DIR_ENTRY::DIR_ENTRY(DIR_ENTRY const&) [69]
                0.00    0.00     269/1329        operator new(unsigned int, void*) [157]
-----------------------------------------------
                0.00    0.02      42/42          DIR_ENTRY* std::__uninitialized_copy_a<DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [122]
[121]    0.0    0.00    0.02      42         DIR_ENTRY* std::uninitialized_copy<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [121]
                0.00    0.02      42/42          DIR_ENTRY* std::__uninitialized_copy<false>::uninitialized_copy<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [120]
-----------------------------------------------
                0.00    0.02      42/42          DIR_ENTRY* std::__uninitialized_move_a<DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY> >(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [123]
[122]    0.0    0.00    0.02      42         DIR_ENTRY* std::__uninitialized_copy_a<DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [122]
                0.00    0.02      42/42          DIR_ENTRY* std::uninitialized_copy<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [121]
-----------------------------------------------
                0.00    0.02      42/42          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY const&) [116]
[123]    0.0    0.00    0.02      42         DIR_ENTRY* std::__uninitialized_move_a<DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY> >(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [123]
                0.00    0.02      42/42          DIR_ENTRY* std::__uninitialized_copy_a<DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [122]
-----------------------------------------------
                0.00    0.02       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::clear() [125]
[124]    0.0    0.00    0.02       1         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_erase_at_end(NEEDED_EXT*) [124]
                0.00    0.02       1/5           void std::_Destroy<NEEDED_EXT*, NEEDED_EXT>(NEEDED_EXT*, NEEDED_EXT*, std::allocator<NEEDED_EXT>&) [89]
                0.00    0.00       1/13          std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_get_Tp_allocator() [3527]
-----------------------------------------------
                0.00    0.02       1/1           PMC_SETTINGS::refresh() [51]
[125]    0.0    0.00    0.02       1         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::clear() [125]
                0.00    0.02       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_erase_at_end(NEEDED_EXT*) [124]
-----------------------------------------------
                                                 <spontaneous>
[126]    0.0    0.00    0.02                 init_vlc_sparse [126]
                0.02    0.00      49/44933       av_malloc [15]
-----------------------------------------------
                                                 <spontaneous>
[127]    0.0    0.02    0.00                 sceWma_close [127]
-----------------------------------------------
                0.00    0.02      15/15          PMC_PLAYER::close() [36]
[128]    0.0    0.00    0.02      15         AUDIO_DECODERS::close() [128]
                0.02    0.00      14/14          sceMp3Aac_close [131]
-----------------------------------------------
                0.00    0.02     871/871         main [1]
[129]    0.0    0.00    0.02     871         Pmc_Image::draw_strip(short, short) [129]
                0.02    0.00     871/125222      image_vertex* gu_allocVertC<image_vertex>(int) [30]
                0.00    0.00     871/689345      Pmc_Image::isValid() [32]
-----------------------------------------------
                0.00    0.00     288/13133       void std::__introsort_loop<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int) [81]
                0.00    0.00     587/13133       void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [95]
                0.00    0.00     864/13133       void std::__insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [92]
                0.00    0.00    1054/13133       void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [110]
                0.00    0.00    3325/13133       __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [85]
                0.01    0.00    7015/13133       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [107]
[130]    0.0    0.02    0.00   13133         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator*() const [130]
-----------------------------------------------
                0.02    0.00      14/14          AUDIO_DECODERS::close() [128]
[131]    0.0    0.02    0.00      14         sceMp3Aac_close [131]
-----------------------------------------------
                0.00    0.00      14/8515        show_filelist(bool) [3]
                0.00    0.00     793/8515        push_folder(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, char const*) [59]
                0.01    0.00    7708/8515        DIR_ENTRY::operator<(DIR_ENTRY const&) const [90]
[132]    0.0    0.01    0.00    8515         DIR_ENTRY::isReg() const [132]
-----------------------------------------------
                0.00    0.00      34/3908        void std::__insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [92]
                0.00    0.00     159/3908        DIR_ENTRY* std::__copy_move_backward<false, false, std::random_access_iterator_tag>::__copy_move_b<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [173]
                0.00    0.00    1054/3908        void std::swap<DIR_ENTRY>(DIR_ENTRY&, DIR_ENTRY&) [112]
                0.01    0.00    2661/3908        void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [107]
[133]    0.0    0.01    0.00    3908         DIR_ENTRY::operator=(DIR_ENTRY const&) [133]
-----------------------------------------------
                0.00    0.00       1/8           PMC_SETTINGS::refresh() [51]
                0.01    0.00       7/8           void std::_Destroy<NEEDED_EXT>(NEEDED_EXT*) [135]
[134]    0.0    0.01    0.00       8         NEEDED_EXT::~NEEDED_EXT() [134]
-----------------------------------------------
                0.00    0.01       7/7           void std::_Destroy<NEEDED_EXT*>(NEEDED_EXT*, NEEDED_EXT*) [88]
[135]    0.0    0.00    0.01       7         void std::_Destroy<NEEDED_EXT>(NEEDED_EXT*) [135]
                0.01    0.00       7/8           NEEDED_EXT::~NEEDED_EXT() [134]
-----------------------------------------------
                                                 <spontaneous>
[136]    0.0    0.00    0.01                 ff_fft_init [136]
                0.01    0.00      20/44933       av_malloc [15]
-----------------------------------------------
                0.01    0.00       6/6           show_nowplaying(char const*, char const*) [4]
[137]    0.0    0.01    0.00       6         PMC_PLAYER::seek(long long) [137]
                0.00    0.00       1/53542       AUDIO_DECODERS::get_int(int) [49]
                0.00    0.00       6/6           AUDIO_DECODERS::flush(AVCodecContext*) [3534]
                0.00    0.00       1/1           AUDIO_DECODERS::seek(long long) [3564]
-----------------------------------------------
                0.00    0.00       3/24          std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~_Vector_base() [167]
                0.00    0.01      21/24          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY const&) [116]
[138]    0.0    0.00    0.01      24         std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_deallocate(DIR_ENTRY*, unsigned int) [138]
                0.01    0.00      21/21          __gnu_cxx::new_allocator<DIR_ENTRY>::deallocate(DIR_ENTRY*, unsigned int) [140]
-----------------------------------------------
                                                 <spontaneous>
[139]    0.0    0.00    0.01                 avio_read [139]
                0.01    0.00      17/44933       av_malloc [15]
-----------------------------------------------
                0.01    0.00      21/21          std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_deallocate(DIR_ENTRY*, unsigned int) [138]
[140]    0.0    0.01    0.00      21         __gnu_cxx::new_allocator<DIR_ENTRY>::deallocate(DIR_ENTRY*, unsigned int) [140]
-----------------------------------------------
                0.00    0.00      42/4530        std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY const&) [116]
                0.00    0.00      88/4530        bool __gnu_cxx::operator==<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [179]
                0.00    0.00     102/4530        std::__niter_base<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, true>::__b(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [178]
                0.00    0.00     840/4530        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::difference_type __gnu_cxx::operator-<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [155]
                0.00    0.00    1246/4530        bool __gnu_cxx::operator< <DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [159]
                0.00    0.00    2212/4530        bool __gnu_cxx::operator!=<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [147]
[141]    0.0    0.01    0.00    4530         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::base() const [141]
-----------------------------------------------
                                                 <spontaneous>
[142]    0.0    0.00    0.01                 ff_vorbis_comment [142]
                0.01    0.00      14/44933       av_malloc [15]
-----------------------------------------------
                0.00    0.00      96/96          void std::__introsort_loop<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int) [81]
[143]    0.0    0.00    0.00      96         DIR_ENTRY const& std::__median<DIR_ENTRY>(DIR_ENTRY const&, DIR_ENTRY const&, DIR_ENTRY const&) [143]
                0.00    0.00     278/6679        DIR_ENTRY::operator<(DIR_ENTRY const&) const [90]
-----------------------------------------------
                                                 <spontaneous>
[144]    0.0    0.00    0.00                 av_find_stream_info [144]
                0.00    0.00      10/44933       av_malloc [15]
-----------------------------------------------
                                                 <spontaneous>
[145]    0.0    0.00    0.00                 ff_mdct_init [145]
                0.00    0.00      10/44933       av_malloc [15]
-----------------------------------------------
                0.00    0.00     879/879         show_nowplaying(char const*, char const*) [4]
[146]    0.0    0.00    0.00     879         PMC_PLAYER::exceed_duration(long long) [146]
-----------------------------------------------
                0.00    0.00      44/1106        void std::sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [68]
                0.00    0.00     459/1106        void std::__insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [92]
                0.00    0.00     603/1106        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [95]
[147]    0.0    0.00    0.00    1106         bool __gnu_cxx::operator!=<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [147]
                0.00    0.00    2212/4530        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::base() const [141]
-----------------------------------------------
                                                 <spontaneous>
[148]    0.0    0.00    0.00                 avcodec_alloc_context [148]
                0.00    0.00       9/44933       av_malloc [15]
-----------------------------------------------
                                                 <spontaneous>
[149]    0.0    0.00    0.00                 avformat_alloc_context [149]
                0.00    0.00       9/44933       av_malloc [15]
-----------------------------------------------
                0.00    0.00      14/807         show_filelist(bool) [3]
                0.00    0.00     793/807         push_folder(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, char const*) [59]
[150]    0.0    0.00    0.00     807         PMC_SETTINGS::isNeeded(char const*, bool) [150]
                0.00    0.00      43/59          std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::size() const [166]
                0.00    0.00      43/58          get_ext(char const*) [3513]
                0.00    0.00      43/43          std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::operator[](unsigned int) [3517]
-----------------------------------------------
                                                 <spontaneous>
[151]    0.0    0.00    0.00                 ffmpegAdec_close [151]
-----------------------------------------------
                0.00    0.00    1193/3854        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [85]
